sentiment,text,cleaned_text,tokenized_text,POS tagged,Lemma
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that I received but didn't fully understand the implications of.,hospital provide enough information potential risks complications medical intervention received fully understand implications,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'received', 'fully', 'understand', 'implications']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('received', 'v'), ('fully', 'r'), ('understand', 'a'), ('implications', 'n')]",  hospital provide enough information potential risk complication medical intervention receive fully understand implication
Negative,The hospital didn't have adequate accommodations for patients who require specialized care for chronic conditions or illnesses.,hospital adequate accommodations patients require specialized care chronic conditions illnesses,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'specialized', 'care', 'chronic', 'conditions', 'illnesses']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('specialized', 'v'), ('care', 'n'), ('chronic', 'a'), ('conditions', 'n'), ('illnesses', 'n')]",  hospital adequate accommodation patient require specialize care chronic condition illness
Negative,"I experienced delays in receiving necessary medical interventions or treatments, causing me to feel frustrated or anxious about my health.",experienced delays receiving necessary medical interventions treatments causing feel frustrated anxious health,"['experienced', 'delays', 'receiving', 'necessary', 'medical', 'interventions', 'treatments', 'causing', 'feel', 'frustrated', 'anxious', 'health']","[('experienced', 'a'), ('delays', 'n'), ('receiving', 'v'), ('necessary', 'a'), ('medical', 'a'), ('interventions', 'n'), ('treatments', 'n'), ('causing', 'v'), ('feel', 'n'), ('frustrated', 'v'), ('anxious', 'a'), ('health', 'n')]",  experienced delay receive necessary medical intervention treatment cause feel frustrate anxious health
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was performed on me but didn't address my concerns about the procedure.,hospital provide enough information potential risks complications medical intervention performed address concerns procedure,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'performed', 'address', 'concerns', 'procedure']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('performed', 'v'), ('address', 'a'), ('concerns', 'n'), ('procedure', 'n')]",  hospital provide enough information potential risk complication medical intervention perform address concern procedure
Negative,The hospital didn't have adequate policies or procedures in place to address issues related to patient discharge or transition to post-hospital care.,hospital adequate policies procedures place address issues related patient discharge transition post hospital care,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'address', 'issues', 'related', 'patient', 'discharge', 'transition', 'post', 'hospital', 'care']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'n'), ('place', 'v'), ('address', 'a'), ('issues', 'n'), ('related', 'v'), ('patient', 'a'), ('discharge', 'n'), ('transition', 'n'), ('post', 'n'), ('hospital', 'n'), ('care', 'n')]",  hospital adequate policy procedure place address issue relate patient discharge transition post hospital care
Negative,I felt that the hospital staff members didn't provide me with enough support or resources for managing my recovery or ongoing care.,felt hospital staff members provide enough support resources managing recovery ongoing care,"['felt', 'hospital', 'staff', 'members', 'provide', 'enough', 'support', 'resources', 'managing', 'recovery', 'ongoing', 'care']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('provide', 'v'), ('enough', 'a'), ('support', 'n'), ('resources', 'n'), ('managing', 'v'), ('recovery', 'n'), ('ongoing', 'n'), ('care', 'n')]",  felt hospital staff member provide enough support resource manage recovery ongoing care
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was recommended for me but not covered by my insurance.,hospital provide enough information potential risks complications medical intervention recommended covered insurance,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'recommended', 'covered', 'insurance']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('recommended', 'v'), ('covered', 'a'), ('insurance', 'n')]",  hospital provide enough information potential risk complication medical intervention recommend covered insurance
Negative,The hospital didn't have adequate accommodations for patients who require specialized care for rare or complex conditions.,hospital adequate accommodations patients require specialized care rare complex conditions,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'specialized', 'care', 'rare', 'complex', 'conditions']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('specialized', 'v'), ('care', 'n'), ('rare', 'a'), ('complex', 'a'), ('conditions', 'n')]",  hospital adequate accommodation patient require specialize care rare complex condition
Negative,"I experienced delays in receiving necessary medical equipment or supplies, causing me to feel frustrated or worried about my health.",experienced delays receiving necessary medical equipment supplies causing feel frustrated worried health,"['experienced', 'delays', 'receiving', 'necessary', 'medical', 'equipment', 'supplies', 'causing', 'feel', 'frustrated', 'worried', 'health']","[('experienced', 'a'), ('delays', 'n'), ('receiving', 'v'), ('necessary', 'a'), ('medical', 'a'), ('equipment', 'n'), ('supplies', 'n'), ('causing', 'v'), ('feel', 'n'), ('frustrated', 'v'), ('worried', 'a'), ('health', 'n')]",  experienced delay receive necessary medical equipment supply cause feel frustrate worried health
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that was performed on me but didn't fully address my pain or discomfort during the procedure.,hospital provide enough information potential risks complications medical intervention performed fully address pain discomfort procedure,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'performed', 'fully', 'address', 'pain', 'discomfort', 'procedure']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('performed', 'v'), ('fully', 'r'), ('address', 'a'), ('pain', 'n'), ('discomfort', 'n'), ('procedure', 'n')]",  hospital provide enough information potential risk complication medical intervention perform fully address pain discomfort procedure
Negative,The hospital didn't have adequate policies or procedures in place to address issues related to patient education or health literacy.,hospital adequate policies procedures place address issues related patient education health literacy,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'address', 'issues', 'related', 'patient', 'education', 'health', 'literacy']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'n'), ('place', 'v'), ('address', 'a'), ('issues', 'n'), ('related', 'v'), ('patient', 'a'), ('education', 'n'), ('health', 'n'), ('literacy', 'n')]",  hospital adequate policy procedure place address issue relate patient education health literacy
Negative,I felt that the hospital staff members didn't take my personal circumstances or needs into account when providing care.,felt hospital staff members take personal circumstances needs account providing care,"['felt', 'hospital', 'staff', 'members', 'take', 'personal', 'circumstances', 'needs', 'account', 'providing', 'care']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('take', 'v'), ('personal', 'a'), ('circumstances', 'n'), ('needs', 'v'), ('account', 'n'), ('providing', 'v'), ('care', 'n')]",  felt hospital staff member take personal circumstance need account provide care
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical intervention that I received but didn't fully understand the reasons for.,hospital provide enough information potential risks complications medical intervention received fully understand reasons,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'intervention', 'received', 'fully', 'understand', 'reasons']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('intervention', 'n'), ('received', 'v'), ('fully', 'r'), ('understand', 'a'), ('reasons', 'n')]",  hospital provide enough information potential risk complication medical intervention receive fully understand reason
